Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
besseres/größeres Wissensvermögen	2	0.44	1	0	1	0	Besonders für Lernbedürftige ist ein allwissender Roboter sehr hilfreich bzw. allgemein wird der Roboter eher wissen welche Strategien es anwenden muss um jemandem zu helfen. Der Mensch hat nicht so ein großes Wissen.																					
Beständigkeit	1	0.22	-2	NA	1	NA																						
Besuch	2	0.44	-3	0	2	0	wahrscheinlich kommt nur noch der Roboter und keine Familie																					
Betreten gefährlicher Bereiche	2	0.44	2	0	1.5	0.707106781186548																						
Betreten instabiler Gebiete	1	0.22	3	NA	1	NA	Softe Roboter können wegen ihrer geringen Grösse und hoher Flexibilität an instabile Orte vordringen																					
Betreuung 24/7	2	0.44	1	0	2.5	0.707106781186548	Roboter brauchen fast keine Pausen und können sich nach den Klienten richten																					
Betrieb verbraucht Energie	2	0.44	-1	0	2	0																						
Betriebsdauer	2	0.44	2	0	1	0	brauchen keine Pausen, Dauereinsatz																					
Bevorzugung	2	0.44	-2	0	1	0																						
Bewegungsanleitung	2	0.44	1	0	1	0	"Kita-Kinder haben vielleicht mehr Spaß an Bewegung, wenn der Roboter die Bewegungen mitmacht
"																					
Bewertet nicht	2	0.44	2	0	1	0																						
Bewertung der Lage	2	0.44	3	0	1	0	um herauszufinden, ob und wie von Menschen eingegriffen werden kann und sollte.																					
Beziehung	4	0.88	-2.5	0.577350269189626	2.25	0.5	Roboter können nicht menschliche Beziehungen ersetzten 	kann menschliche Beziehungen stören																				
Bias Algorithmus	2	0.44	-3	0	4.5	0.707106781186548	rassistische, ableistische Voreinstellungen, aber auch zu starke Gewichtung von Statistiken																					
Bildung	12	2.64	1	1.20604537831105	2.6666666666666665	1.77525072919719	Roboter als Lernassistenten																					
Bildung und Lernen	2	0.44	3	0	3	0																						
Bildungssystem	2	0.44	3	0	1	0	Unterstützend im Bildungssystem, was viele personelle Lücken hat																					
Bildungsunterstützung	2	0.44	3	0	1	0																						
billiger	2	0.44	3	0	2	0																						
billigere Arbeitskräfte	2	0.44	2	0	3	0	Roboter sind billiger als Menschliche Arbeiter																					
Biokompatibilität	1	0.22	0	NA	1	NA																						
Black Box	2	0.44	-2	0	2	0																						
Bomben werfen	2	0.44	-3	0	1	0																						
Böse menschen	2	0.44	-3	0	1	0	wie immer können die Menschen die Roboter auch zu schlimmen dingen nutzen. Wie z.B eine Bombe legen lassen ohne dass es jemand bemerkt. 																					
böswillige Zwecke	2	0.44	-3	0	1	0	Verwendung für Böswillige Zwecke																					
Brauch wartung	2	0.44	-1	0	3	0																						
brauchen keinen Urlaub	2	0.44	3	0	1	0																						
braucht eine Stromquelle	2	0.44	-1	0	2	0																						
braucht keine Ausbildung	2	0.44	2	0	1	0																						
braucht keine Pausen	2	0.44	3	0	1	0																						
braucht keinen Proviant	2	0.44	3	0	1	0																						
Braucht trotzdem Menschen	2	0.44	-2	0	1	0																						
Breitere Qualifikation	2	0.44	3	0	1	0	Der Roboter kann auf eine breite Anzahl von Spezialfällen trainiert werden 																					
Bürgerbeteiligung:	2	0.44	3	0	2	0	Erhöht Akzeptanz und Qualität von Entscheidungen.																					
Bürgergeld	2	0.44	3	0	1	0																						
Chekhov's Gun	2	0.44	-2	0	2	0	"Wenn eine Pistole im Theaterstück erscheint, wird sie auch benutzt werden. In diesem Zusammenhang: Können die Menschen kurzgesagt ""faul"" sein, werden sie das bis ins Extreme ausnützen, um maximalen persönlichen Lust/Hedonismus-Gewinn zu erzielen."																					
comforting	1	0.22	2	NA	1	NA	Durchs nicht mechanische Aussehen fühlt sich das Opfer beruhigter																					
Complex information	2	0.44	-3	0	1	0	Ein Fehler bei der Programmierung kann zu einer Katastrophe führen																					
Computeranalyse der Verletzung	2	0.44	3	0	2	0																						
cool	2	0.44	2	0	1	0	Assistenzroboter sind einfach cool und praktisch																					
CPR-Manöver	2	0.44	-2	0	1	0	kann nicht																					
Cyberattacken	2	0.44	-3	0	1	0																						
Cyberkriminalität	2	0.44	-2	0	1	0	Software ist immer angreifbar	"Software ist immer anfällig für Cyperattacken
"																				
Cyberwaffe	2	0.44	-3	0	2	0																						
Darstellung von Grapfen	2	0.44	2	0	1	0	Sie können maschinelle Graphen für das beschädigte Gebiet																					
Daten- und Informationsübermittlung	2	0.44	3	0	1	0																						
Datensammeln	2	0.44	1	0	1	0	Können Daten sammeln und daraus basierend lernen und besser werden																					
Datensammlung für Verbesserungen	2	0.44	0	0	2	0																						
Datensammlung/-speicherung	1	0.22	-1	NA	1	NA																						
Datenschutz	32	7.05	-2	1.29515225160547	1.3125	0.644455258838937	Es ist nicht einfach, den Datentransfer in den Robetern zu kontrollieren. Sie können gehackt werden.	Die Roboter könnten vertauliche Daten aufzeichnen. Im Falle eines Hacks/Angriffs könnten diese Daten entwendet werden.	mglw. Datenschutzprobleme durch Kamera- und Tonaufnahmen	Welche Software wird genutzt, die keine persönlichen Daten an Dritte weitergibt?	"Wie verhindert man, dass der Roboter private Informationen nach außen gibt? Im Gegensatz zu einer menschlichen Assistenzperson, der man vertraut oder auch nicht, ist der Roboter ""undurchschaubar"" für den Hilfebedürftigen."	wer sieht was die roboter sehen?	Wie funktioniert der Datenschutz?	Cyberangriff	Grade bei Dronen im zivilen Raum ist es schwer die persönlichen Rechte nicht zu verletzen													
Datenschutz & Privatsphäre	2	0.44	-1	0	1	0																						
Datenschutz und Sicherheit	2	0.44	-1	0	4	0	Was passiert mit den Daten, Aufnahmen, etc.?																					
Datenschutz wird schwer	2	0.44	-1	0	1	0																						
Datenschutzbedenken	4	0.88	-1.5	0.577350269189626	1	0																						
Datenschutzrisken	1	0.22	-1	NA	1	NA																						
Datensicherheit und Privatsphäre	2	0.44	-2	0	1	0																						
Datenspeicher	2	0.44	3	0	3.5	0.707106781186548	Datenspeicher erlaubt vielfältiges Wissen, was einem Menschen i.d.R. nur bedingt möglich ist																					
Dauer der Datenaufbewahrung	2	0.44	0	0	1	0																						
dauerhafte Betreuung	2	0.44	2	0	1	0																						
dauerhafte Einsatzbereitschaft	2	0.44	2	0	2	0	z.B. Roboter brauchen keinen Schlaf																					
dauerhafte Verfügbarkeit	2	0.44	3	0	1	0																						
debatte	1	0.22	-1	NA	3	NA																						
defekte	4	0.88	-2	0	1	0	Was passiert, wenn ein Roboter defekt ist - wer überprüft sie? 																					
Dehumanisierung	2	0.44	-2	0	4.5	0.707106781186548	Menschen werden immer mehr voneinander entfernt																					
Dehumanisierung des Altseins	2	0.44	-2	0	1	0	Wenn sich kein Mensch um alte Menschen kümmert, was ist dann sozial am Altsein? 																					
Denken	2	0.44	0	0	2	0																						
der Großer Gut	2	0.44	0	0	1	0																						
Deutlich günstiger	2	0.44	3	0	1	0																						
deutlich stärker	2	0.44	3	0	1	0	und schneller als Menschen 																					
Dialekt	2	0.44	-1.5	2.12132034355964	1	0	Roboter versteht Dialekt nicht oder versteht eine Person nicht, die sich altersbedingt nicht mehr so gut verständlich machen kann	Roboter versteht Dialekt nicht. / Paro reagiert auf Streicheln, d. h. Dialekt spielt keine Rolle.																				
die ohne Familie	2	0.44	0	0	1	0																						
die ohne Sozialkontakte	2	0.44	0	0	1	0																						
die ohne Zeit	2	0.44	0	0	1	0																						
die Orte erkundigen	2	0.44	-1	0	1	0																						
Digitale Kompetenz	2	0.44	0	0	2	0	Personal UND Klientel muss kompetent im Umgang mit den Robotern sein - besonders bei alten Menschen fragwürdig																					
Digitalsierung	2	0.44	-1	0	1	0	Alte Menschen haben schon Schierigkeiten mit der zunehmenden Digitalisierung. Ist ein sozialer Roboter einsSchritt zu viel?																					
Direkte Hilfe	1	0.22	1	NA	1	NA	durch Wasser/Nahrung																					
diskrimination	2	0.44	-2	0	1	0																						
diskriminierend	34	7.49	-2.676470588235294	0.726994153421287	1.5	0.82572282384477	Bei Programmierung des Roboters müssen Prioritäten der Rettungsversuche vorgegeben werden	Rassistischer Roboter	der Algorithmus könnte diskriminieren	Könnte bei Rettungsaktionen nach Geschlecht, Hautfarbe, Alter oder anderen äusserlichen Merkmalen diskriminieren	Algorithmen können diskriminieren	durch Leiter oder SW																
Diskriminierende Algorithmen	1	0.22	-1	NA	2	NA	Problematisch, aber falls nicht von KI geschrieben, händelbar																					
diskriminierende Ergebnisse	4	0.88	-1	1.15470053837925	1.5	0.577350269189626																						
Diskriminierendes Verhalten	2	0.44	-1	0	1	0	Zwar schlecht, jedoch können genauso Menschen diskriminieren, weshalb das Argument für mich persönlich nicht sehr stark ist.																					
Diskriminierung von Personen	2	0.44	-1	0	1	0																						
Drohnen bei Rettungseinsätzen	2	0.44	3	0	1	0																						
Drohnen bei Schietwetter	2	0.44	0	0	2.5	0.707106781186548																						
Drohnen im Krieg	2	0.44	-3	0	1	0	"Drohnen die modifiziert worden sind um zbs Sprengkörper auf Soldaten fallen zu lassen. Aber auch wie sie genutzt werden um das Sterben zu filmen oder die ""Suicidedrones"""																					
durch Emotionen	2	0.44	1	0	1	0																						
durch Hunger/Durst	2	0.44	1	0	1	0																						
durch Verletzungen	2	0.44	1	0	1	0																						
Durchdringen zu Menschen	2	0.44	1	0	1.5	0.707106781186548	Ein Roboter kann klüger sein als ein menschliches Personal und besser zu Menschen und deren Gefühle durchdringen																					
Durchgängige Unterstützung	2	0.44	2	0	1	0	Menschen können durchgängig unterstütz werden und nicht nur wenn man in einer Einrichtung für das jeweilige Problem ist																					
Durchgehende Betreuung	2	0.44	3	0	4	0	Bieten rund um die Uhr Betreeuung und Unterstützung																					
Echte Arbeitsplätze unterbezahlt	2	0.44	-2	0	3	0	Da die Roboter eventuell günstiger wären.																					
Echte Gefühle	2	0.44	0	0	1	0	Die Gefühle sind echt, der Mensch jedoch nicht...																					
Echtzeitdaten	2	0.44	3	0	1	0																						
eco-friendly?	2	0.44	-0.5	0.707106781186548	2.5	0.707106781186548	"welche Materialiem bei der Produktion verwendet werdeen?
"	"aus Sillikon - achso nicht wirklich eco friendly
"																				
Education	1	0.22	3	NA	1	NA																						
Eedbebenrettung	2	0.44	3	0	1	0																						
effektiv	4	0.88	2.5	0.577350269189626	1	0																						
Effiuiente Suche	2	0.44	1	0	1	0																						
Effizenz	2	0.44	3	0	1	0																						
Effiziente Arbeit	2	0.44	3	0	2	0																						
effiziente Aufklärungsarbeit	2	0.44	3	0	1	0	Durch Algorithmen können Karten schneller ausgelesen und erstellt werden																					
Effizientere Arbeitsabläufe	2	0.44	1	0	2	0																						
Effizientere Behandlungen	2	0.44	2.5	0.707106781186548	2	0	Durch Therapie-Roboter könnten psychische Krankheiten schneller identifiziert und behandelt werden 																					
Effizienz bei Suche	2	0.44	3	0	1	0																						
Effizienz und Schnelligkeit	2	0.44	3	0	1	0																						
Effizienz/effizient	27	5.95	1.9259259259259258	0.997146927138621	2.074074074074074	1.43917513570276	auf Statistik kann effizienter gearbeitet werden durch Wahrscheinlichkeiten.	Roboter können effizienter trainiert werden	Roboter könnten in Katastrophenfällen fähiger sein als menschliche Helfer.	Roboter sind nich auf die menschliche Geschwindigkeit, Sicht und Wahrnehmung im Allgmein beschränckt	sowohl gleich schnelle Arbeit, produktivere Arbeitsweise als auch verbesserter Zugang zu Gefahrenort	hohe Erfolgsquote durch maßnahmen die bereits in breiter Masse funktioniert haben.																
Effizienzsteigerung	6	1.32	1.6666666666666667	1.36626010212795	1.6666666666666667	1.03279555898864																						
Eher ein Systemproblem	2	0.44	0	0	2	0	Es ist nicht unbedingt ein Negativ wenn Roboter in vielen Feldern die Notwendigkeit von menschlicher Arbeit reduzieren																					
eigene Entscheidungen	2	0.44	-3	0	4	0																						
Eigenständigkeit der Patienten	2	0.44	2	0	2	0																						
Eindrücke live teilbar	2	0.44	3	0	1	0	kann live übertragen, einfacher als beim Menschen																					
"eine weitere ""Bezugsperson"""	1	0.22	1	NA	1	NA																						
Einfach beschadigt	1	0.22	-3	NA	1	NA																						
einfach zu kontrollieren	2	0.44	1	0	2	0																						
einfache Nutzung	1	0.22	2	NA	1	NA																						
Einfachere Update-Möglichkeit	2	0.44	1	0	2	0																						
Einfaches Managment	2	0.44	2	0	1	0																						
Einflussnahme auf Fehlverhalten	1	0.22	1	NA	1	NA																						
Einfügung in Gesellschaft	2	0.44	0	0	2.5	0.707106781186548	Die Personen, die von Robotern unterstützt werden/wurden können sowohl einen leichteren als auch einen schwereren Zugang zur Gesellschaft finden																					
Einfühlungsvermögen	1	0.22	0	NA	1	NA	Manche Menschen öffnen sich Robotern gegenüber möglicherweise einfacher als anderen Menschen.																					
Eingeschränkte lernfähigkeit	2	0.44	-2	0	1	0																						
Eingeschränkte Sinne	2	0.44	-2	0	1	0	Opfer können möglicherweise schlechter auf sich aufmerksam machen																					
Einheitliche Behandlung	1	0.22	0	NA	1	NA																						
Einheitlichkeit der Pflege	2	0.44	1	0	1	0																						
Einlernen	2	0.44	-1	0	1	0	Braucht lange um eingelernt zu werden																					
Einmaliger Anschaffungsufwand	1	0.22	-1	NA	1	NA																						
Einsamkeit	6	1.32	0.3333333333333333	2.73252020425589	1.1666666666666667	0.408248290463863	Weniger Gefühl der Einsamkeit																					
Einsamkeitsbekämpfung	4	0.88	2	1.15470053837925	2.25	0.5																						
Einsatz	1	0.22	0	NA	3	NA																						
Einsatz bei Personalmangel	2	0.44	3	0	1	0	Im Pflege- und Sozialbereich gibt es oft einen Personalmangel, Roboter können diesen ausgleichen																					
Einsatz bei Sucheinsätzen	2	0.44	3	0	1	0																						
Einsatz bei Unzugänglichkeit	2	0.44	3	0	1	0																						
Einsatz für Krieg	2	0.44	-3	0	3	0	Wie verhindert man das die Rettungsroboter nicht in die falschen Hände geraten? Gerade mit Erstellung von Karten sehr problematisch hinsichtlich Planung von Anschlägen																					
Einsatz in Gefahrengebieten	4	0.88	2.5	0.577350269189626	1	0																						
Einsatz in Therapie	2	0.44	3	0	1	0	bspw. als Ersatz für Therapiehunde																					
Einsatz stabiler Roboter	1	0.22	2	NA	1	NA																						
Einsatz von Softrobotern	1	0.22	3	NA	4	NA	Verbessert die Bedienung																					
Einsatz/Zugang	1	0.22	0	NA	3	NA																						
Einsatzbereich	4	0.88	3	0	1.25	0.5	Kann in für Menschen zu gefährlichen Gebieten eingesetzt werden	Kann in Gebieten eingesetzt werden, die für Menschen zu gefährlich sind.																				
Einsatzbereitschaft	2	0.44	-2	0	1	0	vermutlich länger als Hilfskräfte, da die Roboter erst antransportiert werden müssen und das ganze technische Equipment aufgebaut werden muss																					
Einsatzgebiete gefährlich	2	0.44	2	0	2	0	für Menschen																					
Einsatzmöglichkeit	2	0.44	3	0	1	0	Auch unter gefährlichen Bedingungen möglich																					
Einsatzort	6	1.32	2	1.09544511501033	1.1666666666666667	0.408248290463863	größer als Mensch																					
Einschätzen von Situationen	1	0.22	3	NA	2	NA																						
